"Country","2008-2009","%Share 2008-2009","2009-2010_x","%Share 2009-2010_x","Growth 2009-2010","2009-2010_y","%Share 2009-2010_y","2010-2011_x","%Share 2010-2011_x","Growth 2010-2011","2010-2011_y","%Share 2010-2011_y","2011-2012_x","%Share 2011-2012_x","Growth 2011-2012","2011-2012_y","%Share 2011-2012_y","2012-2013_x","%Share 2012-2013_x","Growth 2012-2013","2012-2013_y","%Share 2012-2013_y","2013-2014_x","%Share 2013-2014_x","Growth 2013-2014","2013-2014_y","%Share 2013-2014_y","2014-2015_x","%Share 2014-2015_x","Growth 2014-2015","2014-2015_y","%Share 2014-2015_y","2015-2016_x","%Share 2015-2016_x","Growth 2015-2016","2015-2016_y","%Share 2015-2016_y","2016-2017_x","%Share 2016-2017_x","Growth 2016-2017","2016-2017_y","%Share 2016-2017_y","2017-2018_x","%Share 2017-2018_x","Growth 2017-2018","2017-2018_y","%Share 2017-2018_y","2018-2019_x","%Share 2018-2019_x","Growth 2018-2019","2018-2019_y","%Share 2018-2019_y","2019-2020_x","%Share 2019-2020_x","Growth 2019-2020","2019-2020_y","%Share 2019-2020_y","2020-2021_x","%Share 2020-2021_x","Growth 2020-2021","2020-2021_y","%Share 2020-2021_y","2021-2022_x","%Share 2021-2022_x","Growth 2021-2022","2021-2022_y","%Share 2021-2022_y","2022-2023_x","%Share 2022-2023_x","Growth 2022-2023","2022-2023_y","%Share 2022-2023_y","2023-2024_x","%Share 2023-2024_x","Growth 2023-2024","2023-2024_y","%Share 2023-2024_y","2024-2025","%Share 2024-2025","Growth 2024-2025"
"Costa Rica","18.71745294257803","0.0187","18.217095544436503","0.0181","-2.67","18.217095544436503","0.000021563021205623063","33.29343578746724","0.000029306647605432456","0.0985933967132618","33.29343578746724","0.0246","37.66808434596141","0.0216","13.14","37.66808434596141","0.0216","48.27392184893972","0.0248","28.16","48.27392184893972","0.0248","58.66781034071957","0.0259","21.53","58.66781034071957","0.0259","69.86554681915653","0.0309","19.09","69.86554681915653","0.0309","105.30083392899692","0.0515","50.72","105.30083392899692","0.0515","127.3019656897784","0.0578","20.89","127.3019656897784","0.0578","102.51460567071716","0.044","-19.47","102.51460567071716","0.044","113.54492494639028","0.0413","10.76","113.54492494639028","0.0413","106.97716225875624","0.0405","-5.78","106.97716225875624","0.0405","100.5302477960448","0.0391","-6.03","100.5302477960448","0.00004658089111269955","131.00810102454133","0.00004157731713128425","0.0361175809950508","131.00810102454133","0.0349","184.35162020490827","0.0427","40.72","184.35162020490827","0.0427","181.25415773171312","0.042","-1.68","181.25415773171312","0.00005003573981415297","34.72313557302835","0.00005551584465094115","-0.0963102780672435"
"Cote D' Ivoire","51.57024064808196","0.0515","68.85090540862521","0.0684","33.51","68.85090540862521","0.0000814867762687634","51.11065046461759","0.00004491303311889445","-0.0306959611236353","51.11065046461759","0.0377","166.48949249463902","0.0953","225.74","166.48949249463902","0.0953","256.6314152966405","0.1318","54.14","256.6314152966405","0.1318","216.15531331903745","0.0952","-15.77","216.15531331903745","0.0952","226.0446032880629","0.1001","4.58","226.0446032880629","0.1001","310.0160590898261","0.1516","37.15","310.0160590898261","0.1516","334.96147248034305","0.152","8.05","334.96147248034305","0.152","392.8688944484155","0.1686","17.29","392.8688944484155","0.1686","374.8530378842031","0.1363","-4.59","374.8530378842031","0.1363","350.3222063378604","0.1325","-6.54","350.3222063378604","0.1325","515.979044555635","0.2006","47.29","515.979044555635","0.0002389802239695","646.7606742911604","0.0002055039313795","0.0301957427062767","646.7606742911604","0.1725","852.2918751489159","0.1975","31.78","852.2918751489159","0.1975","675.8760185847033","0.1568","-20.7","675.8760185847033","0.0001868000953061","162.19974982130094","0.0002592327853228","-0.0905427123495058"
"Croatia","46.654348344055286","0.0466","50.48295210864903","0.0501","8.21","50.48295210864903","0.0000596854896354539","52.9761377174172","0.00004658089111269955","0.005883569705832","52.9761377174172","0.0391","65.46728615677866","0.0375","23.58","65.46728615677866","0.0375","86.58345246604716","0.0445","32.25","86.58345246604716","0.0445","100.34691446271148","0.0442","15.9","100.34691446271148","0.0442","129.0427805575411","0.0571","28.6","129.0427805575411","0.0571","87.76447462473196","0.0429","-31.99","87.76447462473196","0.0429","99.01296163926612","0.0449","12.82","99.01296163926612","0.0449","129.50218012866333","0.0556","30.79","129.50218012866333","0.0556","127.9900405051227","0.0466","-1.17","127.9900405051227","0.0466","124.27983083154636","0.047","-2.9","124.27983083154636","0.047","125.05903025970932","0.0486","0.63","125.05903025970932","0.00005789849892780557","440.824457946152","0.0001401000714796","0.3008018873969383","440.824457946152","0.1176","320.17998570407434","0.0742","-27.37","320.17998570407434","0.0742","230.10244222063375","0.0534","-28.13","230.10244222063375","0.00006361686919228021","39.89735525375268","0.00006373600190612343","-0.0984763480929214"
"Cuba","20.342994996426015","0.0203","12.843793185608767","0.0128","-36.86","12.843793185608767","0.000015248987371932332","13.851655944722422","0.000012151536812008578","0.009348439665726","13.851655944722422","0.0102","20.73764593757446","0.0119","49.71","20.73764593757446","0.0119","23.174314986895403","0.0119","11.75","23.174314986895403","0.0119","25.593995711222306","0.0113","10.44","25.593995711222306","0.0113","27.1952108649035","0.012","6.26","27.1952108649035","0.012","42.08321420061949","0.0206","54.74","42.08321420061949","0.0206","33.3108649035025","0.0151","-20.85","33.3108649035025","0.0151","32.10801763164165","0.0138","-3.61","32.10801763164165","0.0138","29.10663569216107","0.0106","-9.35","29.10663569216107","0.0106","40.091934715272814","0.0152","37.74","40.091934715272814","0.0152","17.98354777221825","0.007","-55.14","17.98354777221825","0.000008339289969025495","23.493126042411248","0.000007505360972122945","0.0364984162064908","23.493126042411248","0.0063","77.1291041219919","0.0179","228.31","77.1291041219919","0.0179","39.657981891827504","0.0092","-48.58","39.657981891827504","0.000010960209673576365","1.5790683821777458","0.0000025017869907076485","-0.1143891869984621"
"Cyprus","136.05061949011198","0.1358","26.439039790326422","0.0262","-80.57","26.439039790326422","0.000031212771026923994","23.50655229926138","0.000020729092208720515","-0.0132136112314374","23.50655229926138","0.0174","32.49355492018108","0.0186","38.23","32.49355492018108","0.0186","35.72880629020729","0.0184","9.96","35.72880629020729","0.0184","44.70351441505837","0.0197","25.12","44.70351441505837","0.0197","37.233416726233024","0.0165","-16.71","37.233416726233024","0.0165","46.53563259471051","0.0228","24.98","46.53563259471051","0.0228","57.226161543959975","0.026","22.97","57.226161543959975","0.026","76.99459137479153","0.033","34.54","76.99459137479153","0.033","58.929807005003575","0.0214","-23.46","58.929807005003575","0.0214","368.0097927090779","0.1392","524.49","368.0097927090779","0.1392","79.61647605432454","0.031","-78.37","79.61647605432454","0.00003693114129139862","124.81700023826544","0.00003967119370979271","0.0676350094859109","124.81700023826544","0.0333","78.43397664998808","0.0182","-37.16","78.43397664998808","0.0182","93.61995472956872","0.0217","19.36","93.61995472956872","0.000025851798903979037","14.444913033118896","0.00002311174648558494","-0.1007513581179845"
"Czech Republic","99.23681200857756","0.0991","100.23755063140338","0.0995","1.01","100.23755063140338","0.000118537050274","116.97724565165592","0.0001029306647605","0.0198951918129349","116.97724565165592","0.0864","155.65702883011676","0.0891","33.07","155.65702883011676","0.0891","162.96423635930427","0.0837","4.69","162.96423635930427","0.0837","282.4162020490827","0.1244","73.3","282.4162020490827","0.1244","274.9666190135812","0.1217","-2.64","274.9666190135812","0.1217","379.0595663569216","0.1854","37.86","379.0595663569216","0.1854","426.1956993090302","0.1934","12.44","426.1956993090302","0.1934","311.28825351441503","0.1336","-26.96","311.28825351441503","0.1336","357.7870860138194","0.1301","14.94","357.7870860138194","0.1301","419.2852275434835","0.1585","17.19","419.2852275434835","0.1585","428.1140934000476","0.1664","2.11","428.1140934000476","0.0001982368358351","558.4895044079104","0.0001775077436263","0.0362799935139681","558.4895044079104","0.149","1124.4938408386945","0.2606","101.35","1124.4938408386945","0.2606","1371.3801524898738","0.3181","21.96","1371.3801524898738","0.0003789611627352","291.9845127472004","0.0004667619728377","-0.0937678233417733"
"Denmark","318.86055515844646","0.3183","327.5880867286157","0.3252","2.74","327.5880867286157","0.0003874195854181","374.3647128901597","0.0003292828210626","0.017011077767523","374.3647128901597","0.2764","430.836359304265","0.2467","15.08","430.836359304265","0.2467","458.6344293543007","0.2356","6.45","458.6344293543007","0.2356","549.2300571837027","0.242","19.75","549.2300571837027","0.242","527.1674410293066","0.2333","-4.02","527.1674410293066","0.2333","537.8715034548488","0.263","2.03","537.8715034548488","0.263","553.6210984036217","0.2513","2.93","553.6210984036217","0.2513","601.9433404812962","0.2583","8.73","601.9433404812962","0.2583","622.6002263521563","0.2265","3.43","622.6002263521563","0.2265","619.3195496783417","0.2342","-0.53","619.3195496783417","0.2342","664.9776268763402","0.2585","7.37","664.9776268763402","0.0003079580652847","838.8074815344294","0.0002664998808672","0.0311421339536915","838.8074815344294","0.2237","870.7665475339528","0.2018","3.81","870.7665475339528","0.2018","844.5614248272576","0.1959","-3.01","844.5614248272576","0.0002333809864188","145.69040981653563","0.0002329044555634","-0.0985818179673825"
"Djibouti","191.57301644031452","0.1913","149.84575887538716","0.1488","-21.78","149.84575887538716","0.0001772694781987","173.06918036692875","0.0001522516082916","0.0184634469989445","173.06918036692875","0.1278","273.3639385275197","0.1565","57.95","273.3639385275197","0.1565","266.5657969978556","0.1369","-2.49","266.5657969978556","0.1369","219.6789254229211","0.0968","-17.59","219.6789254229211","0.0968","173.09282821062664","0.0766","-21.21","173.09282821062664","0.0766","158.87257564927333","0.0777","-8.22","158.87257564927333","0.0777","223.9407910412199","0.1016","40.96","223.9407910412199","0.1016","288.5634024303074","0.1238","28.86","288.5634024303074","0.1238","661.0954967834168","0.2405","129.1","661.0954967834168","0.2405","266.1310817250417","0.1006","-59.74","266.1310817250417","0.1006","306.1921848939719","0.119","15.05","306.1921848939719","0.0001417679294734","633.724922563736","0.000201334286395","0.1274358583796339","633.724922563736","0.169","1148.7320347867526","0.2663","81.27","1148.7320347867526","0.2663","1128.8930664760542","0.2618","-1.73","1128.8930664760542","0.0003118894448415","206.47441029306648","0.0003299976173457","-0.0973433543654665"
"Dominic Rep","28.01286633309507","0.028","31.034810578984988","0.0308","10.79","31.034810578984988","0.00003669287586371218","44.91012628067667","0.000039552060995949485","0.0532629000833442","44.91012628067667","0.0332","58.458863473909936","0.0335","30.17","58.458863473909936","0.0335","70.7043364307839","0.0363","20.95","70.7043364307839","0.0363","91.09484155349058","0.0401","28.84","91.09484155349058","0.0401","102.84289969025494","0.0455","12.9","102.84289969025494","0.0455","136.84740290683823","0.0669","33.06","136.84740290683823","0.0669","179.79138670478915","0.0816","31.38","179.79138670478915","0.0816","151.14236359304263","0.0648","-15.93","151.14236359304263","0.0648","179.57320705265664","0.0653","18.81","179.57320705265664","0.0653","179.93391708363117","0.068","0.2","179.93391708363117","0.068","184.14883249940436","0.0716","2.34","184.14883249940436","0.00008529902311174648","275.3503454848701","0.00008744341196092448","0.0590016434049424","275.3503454848701","0.0734","314.7335835120324","0.0729","14.3","314.7335835120324","0.0729","342.1868596616632","0.0794","8.72","342.1868596616632","0.00009459137479151776","63.89661663092685","0.0001020967357636","-0.0968870397920062"
"Dominica","1.4262330235882774","0.0014","1.6797831784608053","0.0017","17.78","1.6797831784608053","0.000002025256135334763","1.3417798427448178","0.0000011913271384322135","-0.0239716977692348","1.3417798427448178","0.001","1.6185847033595426","0.0009","20.63","1.6185847033595426","0.0009","1.561543959971408","0.0008","-3.52","1.561543959971408","0.0008","1.7589945198951633","0.0008","12.64","1.7589945198951633","0.0008","1.8484870145341912","0.0008","5.09","1.8484870145341912","0.0008","1.1366690493209437","0.0006","-38.51","1.1366690493209437","0.0006","1.9614843936144868","0.0009","72.56","1.9614843936144868","0.0009","1.6196092446985944","0.0007","-17.43","1.6196092446985944","0.0007","1.0748272575649274","0.0004","-33.64","1.0748272575649274","0.0004","1.8230283535858949","0.0007","69.61","1.8230283535858949","0.0007","1.638384560400286","0.0006","-10.13","1.638384560400286","0.000000714796283059328","2.487491065046462","0.0000008339289969025495","0.0617415255767037","2.487491065046462","0.0007","2.7619490111984755","0.0006","11.03","2.7619490111984755","0.0006","2.492339766499881","0.0006","-9.76","2.492339766499881","0.000000714796283059328","0.5533476292589946","0.0000008339289969025495","-0.0926829473794321"
"Ecuador","69.51431975220396","0.0694","50.510126280676666","0.0501","-27.34","50.510126280676666","0.0000596854896354539","65.85225160829164","0.00005789849892780557","0.036185794037518","65.85225160829164","0.0486","133.8603407195616","0.0766","103.27","133.8603407195616","0.0766","170.828425065523","0.0877","27.62","170.828425065523","0.0877","209.7548844412676","0.0924","22.79","209.7548844412676","0.0924","163.8129854658089","0.0725","-21.9","163.8129854658089","0.0725","119.14031451036456","0.0583","-27.27","119.14031451036456","0.0583","158.02701929949964","0.0717","32.64","158.02701929949964","0.0717","214.94291160352637","0.0922","36.02","214.94291160352637","0.0922","247.65922087205143","0.0901","15.22","247.65922087205143","0.0901","213.39197045508692","0.0807","-13.84","213.39197045508692","0.0807","183.04503216583277","0.0712","-14.22","183.04503216583277","0.0000848224922563736","270.8846437931856","0.00008613295210864904","0.0571693817214365","270.8846437931856","0.0723","383.159018346438","0.0888","41.45","383.159018346438","0.0888","453.1592327853229","0.1051","18.27","453.1592327853229","0.0001252084822492","36.445103645461046","0.00005825589706933524","-0.1095515251804756"
"Egypt A Rp","904.7705980462237","0.9033","790.8248034310221","0.7851","-12.59","790.8248034310221","0.0009353109363831","1075.343423874196","0.0009457946152013","0.0428609159010541","1075.343423874196","0.7939","1398.0821658327377","0.8005","30.01","1398.0821658327377","0.8005","1872.0444960686204","0.9615","33.9","1872.0444960686204","0.9615","1853.7934477007384","0.8168","-0.97","1853.7934477007384","0.8168","2197.109876101978","0.9725","18.52","2197.109876101978","0.9725","1819.3725041696448","0.8898","-17.19","1819.3725041696448","0.8898","1650.5997617345724","0.7492","-9.28","1650.5997617345724","0.7492","1837.0911960924475","0.7882","11.3","1837.0911960924475","0.7882","2400.8545627829403","0.8733","30.69","2400.8545627829403","0.8733","2111.520276387896","0.7984","-12.05","2111.520276387896","0.7984","1996.6871336669049","0.7763","-5.44","1996.6871336669049","0.0009248272575649","3326.4403502501787","0.0010570645699309","0.0793399760844785","3326.4403502501787","0.8873","3946.0856445079817","0.9146","18.63","3946.0856445079817","0.9146","3473.538217774601","0.8056","-11.98","3473.538217774601","0.0009597331427209","580.7253276149631","0.0009282821062663","-0.0992154479492568"
"El Salvador","9.145127472003812","0.0091","7.520895878008102","0.0075","-17.76","7.520895878008102","0.0000089349535382416","13.039397188467952","0.000011436740528949248","0.0874143251184825","13.039397188467952","0.0096","21.571300929235168","0.0124","65.43","21.571300929235168","0.0124","36.319990469382894","0.0187","68.37","36.319990469382894","0.0187","46.95364546104361","0.0207","29.28","46.95364546104361","0.0207","44.77337383845604","0.0198","-4.64","44.77337383845604","0.0198","53.39639027877055","0.0261","19.26","53.39639027877055","0.0261","48.25565880390756","0.0219","-9.63","48.25565880390756","0.0219","53.34799857040744","0.0229","10.55","53.34799857040744","0.0229","65.37255182273053","0.0238","22.54","65.37255182273053","0.0238","67.01792947343341","0.0253","2.52","67.01792947343341","0.0253","73.99768882535145","0.0288","10.41","73.99768882535145","0.00003431022158684775","143.7736478436979","0.000045627829401953776","0.1123359322544291","143.7736478436979","0.0383","121.26020967357638","0.0281","-15.66","121.26020967357638","0.0281","127.1518108172504","0.0295","4.86","127.1518108172504","0.0000351441505837503","23.60883964736717","0.00003776507028830117","-0.0970128154335738"
"Equtl Guinea","3.5371217536335475","0.0035","4.30887538718132","0.0043","21.82","4.30887538718132","0.000005122706695258518","6.182332618537051","0.000005480104836788182","0.0517977486433222","6.182332618537051","0.0046","9.752418394091018","0.0056","57.75","9.752418394091018","0.0056","13.81240171551108","0.0071","41.63","13.81240171551108","0.0071","12.482070526566597","0.0055","-9.63","12.482070526566597","0.0055","10.918727662616154","0.0048","-12.52","10.918727662616154","0.0048","13.807707886585655","0.0068","26.46","13.807707886585655","0.0068","8.97522039552061","0.0041","-35","8.97522039552061","0.0041","8.27817488682392","0.0036","-7.77","8.27817488682392","0.0036","9.997843697879436","0.0036","20.77","9.997843697879436","0.0036","9.25780319275673","0.0035","-7.4","9.25780319275673","0.0035","12.515737431498687","0.0049","35.19","12.515737431498687","0.000005837502978317846","11.039897545866094","0.000003454848701453419","-0.0140479785338886","11.039897545866094","0.0029","22.106790564689064","0.0051","100.24","22.106790564689064","0.0051","26.43728853943293","0.0061","19.59","26.43728853943293","0.000007267095544436503","2.233905170359781","0.0000035739814152966407","-0.1090662055091154"
"Eritrea","8.76177031212771","0.0087","16.201632118179653","0.0161","84.91","16.201632118179653","0.00001918036692875864","13.349714081486775","0.000011794138670478916","-0.0209705252465532","13.349714081486775","0.0099","18.318227305218013","0.0105","37.22","18.318227305218013","0.0105","12.365618298784849","0.0064","-32.5","12.365618298784849","0.0064","11.967405289492495","0.0053","-3.22","11.967405289492495","0.0053","10.23338098641887","0.0045","-14.49","10.23338098641887","0.0045","5.027614963068859","0.0025","-50.87","5.027614963068859","0.0025","2.567488682392185","0.0012","-48.93","2.567488682392185","0.0012","5.707362401715511","0.0024","122.29","5.707362401715511","0.0024","7.384774839170837","0.0027","29.39","7.384774839170837","0.0027","5.004884441267572","0.0019","-32.23","5.004884441267572","0.0019","8.342518465570647","0.0032","66.69","8.342518465570647","0.0000038122468429830834","15.630009530617109","0.000005003573981415297","0.104066726525109","15.630009530617109","0.0042","17.402168215391946","0.004","11.34","17.402168215391946","0.004","9.916845365737432","0.0023","-43.01","9.916845365737432","0.000002740052418394091","1.6122944960686203","0.00000262091970455087","-0.0997639517271186"
"Estonia","26.75228734810579","0.0267","16.253073624017155","0.0161","-39.25","16.253073624017155","0.00001918036692875864","28.753836073385752","0.000025256135334762924","0.0916288075814812","28.753836073385752","0.0212","66.97419585418156","0.0383","132.92","66.97419585418156","0.0383","59.54652132475578","0.0306","-11.09","59.54652132475578","0.0306","57.02155110793424","0.0251","-4.24","57.02155110793424","0.0251","49.70256135334763","0.022","-12.84","49.70256135334763","0.022","49.668203478675245","0.0243","-0.07","49.668203478675245","0.0243","77.92747200381224","0.0354","56.9","77.92747200381224","0.0354","61.676101977603054","0.0265","-20.85","61.676101977603054","0.0265","53.55637360019061","0.0195","-13.17","53.55637360019061","0.0195","55.15552775792232","0.0209","2.99","55.15552775792232","0.0209","45.79318560876817","0.0178","-16.97","45.79318560876817","0.0000212056230640934","55.16003097450561","0.000017512508934953538","0.0243682044333783","55.16003097450561","0.0147","67.6198355968549","0.0157","22.59","67.6198355968549","0.0157","76.29007624493687","0.0177","12.82","76.29007624493687","0.00002108649035025018","17.6072194424589","0.00002811532046700024","-0.0916377113650652"
"Ethiopia","136.1590302597093","0.1359","143.69106504646174","0.1426","5.53","143.69106504646174","0.0001698832499404","148.37430307362402","0.0001304503216583","0.0038828221891821","148.37430307362402","0.1095","267.0542411246128","0.1529","79.99","267.0542411246128","0.1529","486.2551584465094","0.2497","82.08","486.2551584465094","0.2497","589.7523111746486","0.2599","21.28","589.7523111746486","0.2599","570.8646533238027","0.2527","-3.2","570.8646533238027","0.2527","619.2714438884918","0.3029","8.48","619.2714438884918","0.3029","617.877900881582","0.2804","-0.23","617.877900881582","0.2804","525.3037526804861","0.2254","-14.98","525.3037526804861","0.2254","639.0589468668096","0.2324","21.66","639.0589468668096","0.2324","673.636978794377","0.2547","5.41","673.636978794377","0.2547","603.9748391708363","0.2348","-10.34","603.9748391708363","0.0002797236121038","604.816893018823","0.0001921610674291","0.0001660932767505","604.816893018823","0.1613","559.714069573505","0.1297","-7.46","559.714069573505","0.1297","482.7186085299023","0.112","-13.76","482.7186085299023","0.0001334286395044","81.76696449845127","0.000130688587086","-0.0989530062220691"
"Falkland Is","0.0508339289969025","0.0001","0.0209077912794853","0","-58.86","0.0209077912794853","0.0","0.0214677150345484","0.0","0.0031904487467985","0.0214677150345484","0","0.8222659042172981","0.0005","3730.06","0.8222659042172981","0.0005","0.0007981891827495","0","-99.9","0.0007981891827495","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0","0.0023469144627114","0","0","0.0023469144627114","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0","0.0011555873242792","0","0","0.0011555873242792","0","0.0670478913509649","0","5731.18","0.0670478913509649","0","0.0","0","0","0.0","0.0","0.0014415058375029","0.0","0.0","0.0014415058375029","0","0.0006909697402906","0","-52.38","0.0006909697402906","0","0.0","0","0","0.0","0.0","0.00005956635692161069","0.0","0.0"
"Faroe Is.","0.0325113176078151","0","0.0811651179413867","0.0001","149.67","0.0811651179413867","0.00000011913271384322137","0.4093400047653086","0.000000357398141529664","0.4816892511726433","0.4093400047653086","0.0003","0.4979866571360495","0.0003","21.65","0.4979866571360495","0.0003","0.9519656897784132","0.0005","91.16","0.9519656897784132","0.0005","2.2087086013819395","0.001","132.02","2.2087086013819395","0.001","1.8777817488682396","0.0008","-14.98","1.8777817488682396","0.0008","1.365570645699309","0.0007","-27.28","1.365570645699309","0.0007","0.4673695496783416","0.0002","-65.77","0.4673695496783416","0.0002","0.2296640457469621","0.0001","-50.86","0.2296640457469621","0.0001","2.5022754348344054","0.0009","989.56","2.5022754348344054","0.0009","0.7590779127948535","0.0003","-69.66","0.7590779127948535","0.0003","0.2381939480581367","0.0001","-68.62","0.2381939480581367","0.00000011913271384322137","0.2387896116273528","0.00000011913271384322137","0.0002979211609563","0.2387896116273528","0.0001","0.3445437217059804","0.0001","44.29","0.3445437217059804","0.0001","5.857183702644747","0.0014","1599.99","5.857183702644747","0.000001667857993805099","0.1593042649511555","0.0000002382654276864427","-0.1158925304421336"
"Fiji Is","47.27183702644746","0.0472","15.06551107934239","0.015","-68.13","15.06551107934239","0.0000178699070764832","15.467119370979272","0.000013581129378127236","0.0031757758122288","15.467119370979272","0.0114","20.85419347152728","0.0119","34.83","20.85419347152728","0.0119","26.61820347867524","0.0137","27.64","26.61820347867524","0.0137","35.15694543721707","0.0155","32.08","35.15694543721707","0.0155","36.140290683821775","0.016","2.8","36.140290683821775","0.016","34.30947105075053","0.0168","-5.07","34.30947105075053","0.0168","41.90727900881582","0.019","22.14","41.90727900881582","0.019","41.66665475339528","0.0179","-0.57","41.66665475339528","0.0179","50.56919228020014","0.0184","21.37","50.56919228020014","0.0184","46.94237550631404","0.0178","-7.17","46.94237550631404","0.0178","41.31871574934477","0.0161","-11.98","41.31871574934477","0.00001918036692875864","51.53000953061711","0.000016321181796521327","0.0294418429506167","51.53000953061711","0.0137","76.70848224922564","0.0178","48.86","76.70848224922564","0.0178","75.23653800333572","0.0174","-1.92","75.23653800333572","0.000020729092208720515","14.39509173218966","0.000022992613771741723","-0.0963389172439966"
"Finland","143.62572075291874","0.1434","117.18547772218253","0.1163","-18.41","117.18547772218253","0.0001385513461996","138.19698594233978","0.00012151536812","0.0213606501834711","138.19698594233978","0.102","180.16000714796283","0.1032","30.36","180.16000714796283","0.1032","205.4831784608053","0.1055","14.06","205.4831784608053","0.1055","301.28987371932334","0.1328","46.63","301.28987371932334","0.1328","240.3819990469383","0.1064","-20.22","240.3819990469383","0.1064","194.04886823921848","0.0949","-19.27","194.04886823921848","0.0949","215.5314391231832","0.0978","11.07","215.5314391231832","0.0978","216.97152728139147","0.0931","0.67","216.97152728139147","0.0931","213.25081010245412","0.0776","-1.71","213.25081010245412","0.0776","226.674922563736","0.0857","6.29","226.674922563736","0.0857","250.74282821062667","0.0975","10.62","250.74282821062667","0.0001161543959971","305.80085775553965","0.00009721229449606862","0.0261591229761353","305.80085775553965","0.0816","509.8404932094353","0.1182","66.72","509.8404932094353","0.1182","574.8907791279486","0.1333","12.76","574.8907791279486","0.000158803907553","93.36516559447224","0.0001492732904455","-0.0997849595227163"
"Fr Guiana","20.90375268048606","0.0209","1.2962115796997855","0.0013","-93.8","1.2962115796997855","0.0000015487252799618773","1.947819871336669","0.000001667857993805099","0.0598882662068383","1.947819871336669","0.0014","0.9061591613056944","0.0005","-53.48","0.9061591613056944","0.0005","2.161258041458185","0.0011","138.51","2.161258041458185","0.0011","26.14722420776745","0.0115","1109.82","26.14722420776745","0.0115","43.38232070526567","0.0192","65.92","43.38232070526567","0.0192","0.9108053371455802","0.0004","-97.9","0.9108053371455802","0.0004","1.1760781510602814","0.0005","29.13","1.1760781510602814","0.0005","1.6778651417679296","0.0007","42.67","1.6778651417679296","0.0007","1.5778770550393135","0.0006","-5.96","1.5778770550393135","0.0006","0.8233142720991184","0.0003","-47.82","0.8233142720991184","0.0003","1.5635573028353589","0.0006","89.91","1.5635573028353589","0.000000714796283059328","1.8454610436025731","0.0000005956635692161067","0.0214791985041117","1.8454610436025731","0.0005","1.439456754824875","0.0003","-22","1.439456754824875","0.0003","1.4506790564689065","0.0003","0.78","1.4506790564689065","0.000000357398141529664","0.3559685489635454","0.0000005956635692161067","-0.0898998527966954"
"Fr Polynesia","0.6993209435310936","0.0007","0.4543602573266619","0.0005","-35.03","0.4543602573266619","0.0000005956635692161067","0.584393614486538","0.0000004765308553728854","0.0340945900940969","0.584393614486538","0.0004","6.786645222778176","0.0039","1061.31","6.786645222778176","0.0039","1.1488682392184897","0.0006","-83.07","1.1488682392184897","0.0006","2.030176316416488","0.0009","76.71","2.030176316416488","0.0009","2.244067190850608","0.001","10.54","2.244067190850608","0.001","2.983976649988087","0.0015","32.97","2.983976649988087","0.0015","3.3084584226828686","0.0015","10.87","3.3084584226828686","0.0015","4.882237312365976","0.0021","47.57","4.882237312365976","0.0021","4.542161067429116","0.0017","-6.97","4.542161067429116","0.0017","5.091875148915893","0.0019","12.1","5.091875148915893","0.0019","4.976233023588278","0.0019","-2.27","4.976233023588278","0.000002263521563021206","8.194484155349059","0.00000262091970455087","0.077046028459338","8.194484155349059","0.0022","9.714546104360258","0.0023","18.55","9.714546104360258","0.0023","11.831296163926616","0.0027","21.79","11.831296163926616","0.0000032165832737669765","1.664653323802716","0.00000262091970455087","-0.1023708421661845"
"Fr S Ant Tr","0.0009292351679771","0","0.0004288777698355","0","-54.03","0.0004288777698355","0.0","0.0012508934953538","0.0","0.2283377015328409","0.0012508934953538","0","0.0101977603049797","0","718.74","0.0101977603049797","0","0.0036812008577555","0","-63.86","0.0036812008577555","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0","0.0469502025256135","0","0","0.0469502025256135","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0","0.0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"France","1641.2570288301165","1.6386","2144.318894448416","2.1288","30.65","2144.318894448416","0.0025360972122944","2821.9541100786278","0.0024820109602096","0.037647629017665","2821.9541100786278","2.0834","2623.3980343102216","1.5021","-7.04","2623.3980343102216","1.5021","3229.1941267572074","1.6585","23.09","3229.1941267572074","1.6585","3687.309173218966","1.6247","14.19","3687.309173218966","1.6247","3612.5115796997857","1.599","-2.03","3612.5115796997857","1.599","3612.833452466047","1.7669","0.01","3612.833452466047","1.7669","4190.9337383845605","1.9021","16","4190.9337383845605","1.9021","3762.9382773409584","1.6144","-10.21","3762.9382773409584","1.6144","4357.187622111032","1.5849","15.79","4357.187622111032","1.5849","4302.072992613771","1.6268","-1.26","4302.072992613771","1.6268","4208.865594472242","1.6363","-2.17","4208.865594472242","0.0019493685966166","5909.589802239695","0.0018778889683106","0.0481393111332188","5909.589802239695","1.5763","7272.884679533","1.6857","23.07","7272.884679533","1.6857","7043.805563497736","1.6336","-3.15","7043.805563497736","0.0019461520133428","1682.0781987133666","0.0026888253514415","-0.0906835269792765"
